plant_label,soil_now,moisture_mean,moisture_delta,moisture_slope,dry_duration,temp_now,humidity_now,light_now,hour_sin,hour_cos,dow_sin,dow_cos,soil_x_slope,minutes_until_water,risk
PeaceLily,39.61,41.089444444444446,-0.14999999999999858,-0.1982352941176469,0.0,22.9,53.9,62.1,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,-7.852099999999994,1619.9333333333334,0
PeaceLily,39.12,40.985789473684214,-0.490000000000002,-0.2144444444444444,0.0,22.7,52.3,0.02,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,-8.389066666666665,1439.95,0
PeaceLily,38.88,40.8805,-0.23999999999999488,-0.21578947368421023,0.0,22.7,53.8,0.0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,-8.389894736842095,1259.9666666666667,0
PeaceLily,38.29,40.75714285714285,-0.5900000000000034,-0.23449999999999988,0.0,22.5,55.5,0.0,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,-8.979004999999995,1079.9333333333334,0
PeaceLily,38.54,40.656363636363636,0.25,-0.21142857142857133,0.0,22.4,56.1,37.19,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-8.148457142857138,899.9666666666667,0
PeaceLily,37.27,40.509130434782605,-1.269999999999996,-0.25954545454545425,0.0,22.3,60.0,57.02,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,-9.673259090909081,719.9333333333333,0
PeaceLily,36.88,40.35791666666666,-0.39000000000000057,-0.26521739130434757,0.0,22.4,63.4,52.43,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,-9.78121739130434,539.9833333333333,0
PeaceLily,36.2,40.1916,-0.6799999999999997,-0.28249999999999975,0.0,22.5,63.0,46.42,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,-10.226499999999993,359.98333333333335,0
PeaceLily,35.85,40.02461538461538,-0.3500000000000014,-0.28519999999999984,0.0,22.6,61.4,21.1,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-10.224419999999995,179.95,0
PeaceLily,60.44,40.78074074074074,24.589999999999996,0.6715384615384615,0.0,22.7,62.1,0.0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,40.587784615384614,14373.789570664618,0
PeaceLily,59.22,41.43928571428571,-1.2199999999999989,0.6014814814814815,0.0,22.6,61.7,0.0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,35.619733333333336,13734.72166701262,0
PeaceLily,58.39,42.02379310344828,-0.8299999999999983,0.550357142857143,0.0,22.4,60.8,0.0,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,32.13535357142858,13299.945962069049,0
PeaceLily,57.95,42.55466666666667,-0.4399999999999977,0.5162068965517244,0.0,22.3,60.3,39.49,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,29.91418965517243,13069.462455833902,0
PeaceLily,57.71,43.04354838709678,-0.240000000000002,0.49100000000000016,0.0,22.4,60.5,57.85,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,28.33561000000001,12943.74417970564,0
PeaceLily,57.22,43.4865625,-0.490000000000002,0.45935483870967747,0.0,22.6,53.7,62.47,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,26.284283870967744,12687.069365943771,0
PeaceLily,56.63,43.88484848484848,-0.5899999999999963,0.4265625000000002,0.0,22.7,53.2,58.46,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,24.15623437500001,12378.011937128462,0
PeaceLily,56.73,44.26264705882353,0.09999999999999432,0.4166666666666667,0.0,22.4,58.0,42.83,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,23.6375,12430.3945521819,0
PeaceLily,56.2,44.60371428571429,-0.529999999999994,0.3888235294117649,0.0,22.4,61.1,0.95,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,21.85188235294119,12152.76669239866,0
PeaceLily,56.29,44.928333333333335,0.0899999999999963,0.38028571428571434,0.0,22.4,57.9,0.0,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,21.40628285714286,12199.911045946756,0
PeaceLily,56.0,45.22756756756757,-0.28999999999999915,0.36166666666666675,0.0,22.1,54.4,0.0,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,20.253333333333337,12048.001462291773,0
PeaceLily,56.0,45.51105263157895,0.0,0.35189189189189196,0.0,21.8,56.6,10.18,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,19.70594594594595,12048.001462291773,0
PeaceLily,55.56,45.76871794871795,-0.4399999999999977,0.3310526315789475,0.0,21.9,57.5,57.39,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,18.393284210526325,11817.517956056627,0
PeaceLily,55.32,46.00750000000001,-0.240000000000002,0.3164102564102565,0.0,21.9,57.0,53.53,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,17.50381538461539,11691.799679928365,0
PeaceLily,54.73,46.22024390243903,-0.5900000000000034,0.29375,0.0,22.0,56.3,52.55,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,16.0769375,11382.742251113052,0
PeaceLily,54.59,46.41952380952381,-0.13999999999999346,0.2831707317073172,0.0,21.9,57.3,38.29,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,15.458290243902448,11309.406590038236,0
PeaceLily,54.83,46.61511627906977,0.23999999999999488,0.2821428571428572,0.0,21.8,58.4,0.0,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,15.46989285714286,11435.124866166494,0
PeaceLily,54.78,46.80068181818182,-0.04999999999999716,0.2744186046511629,0.0,21.8,61.3,0.0,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,15.032651162790705,11408.933558639776,0
PeaceLily,54.39,46.96933333333333,-0.39000000000000057,0.2593181818181819,0.0,21.8,60.2,0.0,0.25881904510252074,0.9659258262890683,0.0,1.0,14.104315909090912,11204.64135993135,0
PeaceLily,54.78,47.13913043478261,0.39000000000000057,0.2622222222222223,0.0,21.7,58.5,40.17,0.8660254037844386,0.5000000000000001,0.0,1.0,14.364533333333338,11408.933558639776,0
PeaceLily,54.63,47.29851063829788,-0.14999999999999858,0.25326086956521754,0.0,21.8,62.0,60.63,0.9659258262890683,-0.25881904510252063,0.0,1.0,13.835641304347835,11330.359636059611,0
PeaceLily,54.24,47.443125,-0.39000000000000057,0.2395744680851065,0.0,22.0,57.5,56.26,0.49999999999999994,-0.8660254037844387,0.0,1.0,12.994519148936176,11126.067437351187,0
PeaceLily,53.56,47.567959183673466,-0.6799999999999997,0.2204166666666668,0.0,22.2,55.7,55.34,-0.2588190451025208,-0.9659258262890683,0.0,1.0,11.805516666666673,10769.865654987778,0
PeaceLily,53.37,47.684,-0.19000000000000483,0.21204081632653063,0.0,22.2,59.9,25.52,-0.8660254037844385,-0.5000000000000004,0.0,1.0,11.316618367346939,10670.338686386234,0
PeaceLily,53.02,47.788627450980385,-0.3499999999999943,0.20080000000000012,0.0,22.1,61.5,0.0,-0.9659258262890684,0.2588190451025203,0.0,1.0,10.646416000000007,10486.999533699189,0
PeaceLily,53.02,47.889230769230764,0.0,0.19686274509803933,0.0,22.1,62.6,0.0,-0.5000000000000004,0.8660254037844384,0.0,1.0,10.437662745098047,10486.999533699189,0
PeaceLily,52.49,47.97603773584905,-0.5300000000000011,0.18288461538461548,0.0,22.2,59.1,1.64,-0.25881904510252157,0.9659258262890681,0.0,1.0,9.599613461538468,10209.371673915943,0
PeaceLily,51.9,48.048703703703694,-0.5900000000000034,0.16830188679245286,0.0,22.3,59.0,3.2,-0.25881904510252157,0.9659258262890681,0.0,1.0,8.734867924528304,9900.31424510063,0
PeaceLily,52.05,48.12145454545454,0.14999999999999858,0.16796296296296298,0.0,22.3,58.9,1.83,-0.25881904510252157,0.9659258262890681,0.0,1.0,8.742472222222222,9978.888167680792,0
PeaceLily,51.46,48.18107142857142,-0.5899999999999963,0.15418181818181825,0.0,21.9,59.4,0.0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,7.934196363636367,9669.830738865485,0
PeaceLily,51.85,48.33946428571428,0.39000000000000057,0.16054545454545452,0.0,21.8,59.2,52.04,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,8.324281818181817,9874.12293757391,0
PeaceLily,51.12,48.484107142857134,-0.730000000000004,0.16490909090909092,0.0,21.7,56.8,16.09,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,8.430152727272727,9491.729847683779,0
PeaceLily,45.71,48.549464285714286,-5.409999999999997,0.06745454545454548,0.0,21.9,53.8,51.97,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,3.083347272727274,6657.830373292541,0
PeaceLily,45.56,48.613035714285715,-0.14999999999999858,0.06200000000000007,0.0,21.7,57.2,0.0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,2.8247200000000032,6579.256450712378,0
PeaceLily,46.78,48.69571428571429,1.2199999999999989,0.08963636363636363,0.0,21.6,57.0,0.0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,4.19318909090909,7218.324354364376,0
PeaceLily,45.9,48.768035714285716,-0.8800000000000026,0.07799999999999999,0.0,21.4,54.9,0.0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,3.580199999999999,6757.3573418940805,0
PeaceLily,46.44,48.854285714285716,0.5399999999999991,0.09218181818181818,0.0,21.4,56.6,36.51,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,4.280923636363636,7040.22346318267,0
Aglaonema,73.75,73.75,0.0,0.0,0.0,21.5,51.2,0.0,0.25881904510252074,0.9659258262890683,0.0,1.0,0.0,12901.816666666668,0
Aglaonema,73.6,73.675,-0.15000000000000568,-0.15000000000000568,0.0,21.4,50.4,0.0,0.7071067811865476,0.7071067811865476,0.0,1.0,-11.040000000000418,12781.816666666668,0
Aglaonema,72.15,73.16666666666667,-1.4499999999999886,-0.7999999999999972,0.0,21.2,50.8,0.0,0.9659258262890683,0.25881904510252074,0.0,1.0,-57.7199999999998,12661.816666666668,0
Aglaonema,72.65,73.0375,0.5,-0.36666666666666475,0.0,21.1,51.8,50.891,0.9659258262890683,-0.25881904510252063,0.0,1.0,-26.638333333333197,12541.816666666668,0
Aglaonema,71.95,72.82,-0.7000000000000028,-0.4499999999999993,0.0,21.2,51.6,54.286,0.7071067811865476,-0.7071067811865475,0.0,1.0,-32.37749999999995,12421.833333333334,0
Aglaonema,72.15,72.70833333333333,0.20000000000000284,-0.31999999999999884,0.0,21.4,48.4,60.488,0.258819045102521,-0.9659258262890682,0.0,1.0,-23.08799999999992,12301.833333333334,0
Aglaonema,70.4,72.37857142857142,-1.75,-0.5583333333333323,0.0,21.8,45.7,73.309,-0.2588190451025208,-0.9659258262890683,0.0,1.0,-39.3066666666666,12181.833333333334,0
Aglaonema,70.4,72.13125,0.0,-0.47857142857142776,0.0,21.9,45.4,63.858,-0.7071067811865471,-0.7071067811865479,0.0,1.0,-33.69142857142852,12061.833333333334,0
Aglaonema,71.35,72.04444444444444,0.9499999999999886,-0.3000000000000007,0.0,22.0,45.1,45.592,-0.9659258262890683,-0.25881904510252063,0.0,1.0,-21.405000000000047,11941.833333333334,0
Aglaonema,70.5,71.89,-0.8499999999999943,-0.3611111111111111,0.0,22.0,45.1,29.792,-0.9659258262890684,0.2588190451025203,0.0,1.0,-25.458333333333332,11821.85,0
Aglaonema,69.85,71.70454545454545,-0.6500000000000057,-0.39000000000000057,0.0,22.1,46.6,0.0,-0.7071067811865477,0.7071067811865474,0.0,1.0,-27.241500000000038,11701.85,0
Aglaonema,59.7,70.70416666666667,-10.149999999999991,-1.2772727272727271,0.0,21.8,50.7,0.0,-0.25881904510252157,0.9659258262890681,0.0,1.0,-76.25318181818182,11581.85,0
Aglaonema,57.7,69.70384615384616,-2.0,-1.3374999999999997,0.0,21.7,49.6,0.0,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,-77.17374999999998,11461.85,0
Aglaonema,54.4,68.6107142857143,-3.3000000000000043,-1.4884615384615385,0.0,21.6,49.9,0.0,0.7071067811865476,0.7071067811865476,0.7818314824680298,0.6234898018587336,-80.9723076923077,11341.85,0
Aglaonema,54.4,67.66333333333334,0.0,-1.3821428571428573,0.0,21.5,50.3,0.0,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,-75.18857142857144,11221.85,0
Aglaonema,54.35,66.83125,-0.04999999999999716,-1.2933333333333332,0.0,21.4,51.9,19.878,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,-70.29266666666666,11101.866666666667,0
Aglaonema,55.2,66.1470588235294,0.8500000000000014,-1.1593749999999998,0.0,21.3,50.2,64.078,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,-63.997499999999995,10981.866666666667,0
Aglaonema,54.95,65.525,-0.25,-1.1058823529411763,0.0,21.3,49.6,53.626,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,-60.768235294117645,10861.866666666667,0
Aglaonema,53.45,64.88947368421053,-1.5,-1.1277777777777775,0.0,21.7,48.2,67.033,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,-60.27972222222221,10596.633333333333,0
Aglaonema,51.65,64.2275,-1.8000000000000043,-1.1631578947368422,0.0,21.9,47.8,67.985,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,-60.0771052631579,10476.65,0
Aglaonema,52.5,63.669047619047625,0.8500000000000014,-1.0625,0.0,22.0,46.5,62.466,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,-55.78125,10356.65,0
Aglaonema,52.05,63.1409090909091,-0.45000000000000284,-1.0333333333333334,0.0,21.9,46.8,0.0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,-53.785000000000004,10236.65,0
Aglaonema,52.5,62.67826086956522,0.45000000000000284,-0.9659090909090909,0.0,21.7,45.5,0.0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,-50.71022727272727,10116.65,0
Aglaonema,51.25,62.20208333333333,-1.25,-0.9782608695652174,0.0,21.9,45.5,0.0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,-50.13586956521739,9996.65,0
Aglaonema,52.05,61.79599999999999,0.7999999999999972,-0.9041666666666668,0.0,21.8,45.4,0.0,0.7071067811865476,0.7071067811865476,0.9749279121818236,-0.22252093395631434,-47.061875,9876.65,0
Aglaonema,52.0,61.419230769230765,-0.04999999999999716,-0.87,0.0,21.7,45.4,0.0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,-45.24,9756.666666666666,0
Aglaonema,51.05,61.03518518518518,-0.9500000000000028,-0.8730769230769232,0.0,21.6,43.9,52.063,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,-44.57057692307693,9636.666666666666,0
Aglaonema,51.75,60.70357142857142,0.7000000000000028,-0.8148148148148148,0.0,21.7,44.8,53.138,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,-42.166666666666664,9516.666666666666,0
Aglaonema,51.7,60.39310344827586,-0.04999999999999716,-0.7874999999999999,0.0,22.2,44.1,54.335,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,-40.71375,9396.666666666666,0
Aglaonema,51.65,60.10166666666667,-0.05000000000000426,-0.7620689655172415,0.0,22.4,41.9,60.269,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,-39.36086206896552,9276.683333333332,0
Aglaonema,49.25,59.751612903225805,-2.3999999999999986,-0.8166666666666667,0.0,22.6,40.2,67.253,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,-40.22083333333333,9156.683333333332,0
Aglaonema,50.35,59.4578125,1.1000000000000014,-0.7548387096774193,0.0,22.8,39.2,73.846,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,-38.00612903225806,9036.683333333332,0
Aglaonema,50.55,59.18787878787879,0.19999999999999574,-0.7250000000000001,0.0,22.8,38.2,66.252,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,-36.64875,8916.683333333332,0
Aglaonema,42.05,58.68382352941177,-8.5,-0.9606060606060607,0.0,22.6,42.5,0.0,0.0,1.0,0.43388373911755823,-0.900968867902419,-40.393484848484846,8626.066666666668,0
Aglaonema,43.35,58.245714285714286,1.3000000000000043,-0.8941176470588235,0.0,22.3,43.2,0.0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,-38.76,8506.066666666668,0
Aglaonema,43.8,57.84444444444445,0.44999999999999574,-0.8557142857142858,0.0,22.0,43.7,0.0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-37.48028571428571,8386.083333333334,0
Aglaonema,43.5,57.45675675675676,-0.29999999999999716,-0.8402777777777778,0.0,21.7,45.2,28.889,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,-36.552083333333336,8266.083333333334,0
Aglaonema,43.75,57.09605263157895,0.25,-0.8108108108108109,0.0,21.5,45.1,74.579,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,-35.472972972972975,8146.083333333333,0
Aglaonema,44.4,56.77051282051283,0.6499999999999986,-0.7723684210526316,0.0,21.3,46.1,52.259,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,-34.293157894736844,8026.083333333333,0
Aglaonema,44.15,56.455000000000005,-0.25,-0.758974358974359,0.0,21.5,47.8,58.999,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,-33.50871794871795,7906.083333333333,0
Aglaonema,42.95,56.12560975609756,-1.1999999999999957,-0.7699999999999999,0.0,22.0,45.9,63.59,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-33.0715,7786.083333333333,0
Aglaonema,43.05,55.814285714285724,0.09999999999999432,-0.7487804878048782,0.0,22.5,43.5,71.111,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,-32.235,7666.083333333333,0
Aglaonema,44.0,55.53953488372094,0.9500000000000028,-0.7083333333333334,0.0,22.4,38.5,77.363,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,-31.166666666666668,7546.1,0
Aglaonema,46.35,55.33068181818182,2.3500000000000014,-0.6372093023255814,0.0,22.8,42.1,18.242,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-29.5346511627907,7426.1,0
Aglaonema,44.8,55.09666666666668,-1.5500000000000043,-0.6579545454545456,0.0,22.4,43.2,0.0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,-29.47636363636364,7306.1,0
Aglaonema,45.6,54.890217391304354,0.8000000000000043,-0.6255555555555555,0.0,22.0,46.2,0.0,0.0,1.0,-0.433883739117558,-0.9009688679024191,-28.525333333333332,7186.1,0
Aglaonema,45.95,54.7,0.3500000000000014,-0.6043478260869565,0.0,21.7,48.0,0.0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-27.769782608695653,7066.1,0
Aglaonema,47.05,54.540625,1.0999999999999943,-0.5680851063829788,0.0,21.5,48.6,0.0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-26.728404255319152,6946.1,0
Aglaonema,46.45,54.37551020408163,-0.5999999999999943,-0.56875,0.0,21.3,49.0,3.565,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,-26.4184375,6826.116666666667,0
Aglaonema,45.55,54.199,-0.9000000000000057,-0.5755102040816327,0.0,21.3,48.5,61.026,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-26.214489795918368,6706.116666666667,0
Aglaonema,46.25,54.04313725490196,0.7000000000000028,-0.55,0.0,21.5,49.2,56.825,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,-25.437500000000004,6586.116666666667,0
Aglaonema,46.3,53.89423076923077,0.04999999999999716,-0.5382352941176471,0.0,21.8,48.7,57.265,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,-24.92029411764706,6466.116666666667,0
Aglaonema,44.15,53.71037735849057,-2.1499999999999986,-0.5692307692307692,0.0,22.1,49.4,62.491,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,-25.131538461538458,6346.133333333333,0
Aglaonema,49.75,53.63703703703704,5.600000000000001,-0.4528301886792453,0.0,22.4,51.5,71.013,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-22.528301886792452,6226.133333333333,0
Aglaonema,45.55,53.49,-4.200000000000003,-0.5222222222222223,0.0,22.8,46.7,77.143,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,-23.787222222222223,6106.133333333333,0
Aglaonema,48.05,53.392857142857146,2.5,-0.46727272727272734,0.0,22.4,47.3,21.807,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-22.452454545454547,5986.133333333333,0
Aglaonema,46.65,52.908928571428575,-1.3999999999999986,-0.48999999999999994,0.0,22.4,50.7,0.0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,-22.858499999999996,5866.133333333333,0
Aglaonema,44.8,52.39464285714286,-1.8500000000000014,-0.4972727272727274,0.0,22.2,47.9,0.0,0.0,1.0,-0.9749279121818236,-0.2225209339563146,-22.277818181818187,5746.133333333333,0
Aglaonema,45.4,51.916964285714286,0.6000000000000014,-0.4954545454545456,0.0,21.9,47.7,0.0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-22.49363636363637,5626.15,0
Aglaonema,45.05,51.424107142857146,-0.3500000000000014,-0.4890909090909092,0.0,21.6,47.7,0.0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-22.033545454545457,5506.15,0
Aglaonema,44.55,50.934821428571425,-0.5,-0.5018181818181819,0.0,21.4,48.0,10.818,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,-22.356000000000005,5386.15,0
Aglaonema,43.85,50.42946428571429,-0.6999999999999957,-0.4827272727272728,0.0,21.2,47.9,58.046,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,-21.16759090909091,5266.15,0
Aglaonema,43.3,49.94553571428571,-0.5500000000000043,-0.4927272727272729,0.0,21.5,48.6,58.193,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-21.335090909090916,5146.15,0
Aglaonema,44.0,49.474107142857136,0.7000000000000028,-0.49727272727272714,0.0,21.6,47.3,58.559,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,-21.879999999999995,5026.15,0
Aglaonema,43.9,48.98392857142857,-0.10000000000000142,-0.48363636363636364,0.0,21.7,46.6,64.713,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,-21.231636363636362,4906.166666666667,0
Aglaonema,42.95,48.49196428571429,-0.9499999999999957,-0.4890909090909089,0.0,22.0,43.7,71.502,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-21.006454545454538,4786.166666666667,0
Aglaonema,41.25,47.981249999999996,-1.7000000000000028,-0.3354545454545455,0.0,22.2,42.1,77.289,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,-13.837500000000002,4666.166666666667,0
